nPsoRun,n_iter,S,fgbest,optDes
389,8825,300,-24.377735530930984,[-0.9999999994154579 -0.9999999997427719 -0.9999999930077479; 0.9999999998594354 -0.9999995806967704 -0.9999999801054409; -0.9999999999826189 0.9999998991915608 0.9979298658810456; 0.9896402336516246 -0.985996117710304 0.15159604742686003; -0.9999999999652855 -0.7958402544015111 0.5366866069224661; -0.21765427458212266 0.9765822058318806 0.9993115656322342; -0.9999999999996169 0.9999999611905837 -0.9679080630318384; 0.9999999999997399 0.9999210962272865 -0.4487122669876195; 0.9939882244041853 0.11255390316806108 -0.9817100301504132; -0.8276989203908551 -0.3110740999718066 -0.9475448293895251; -0.9999999998634667 -0.9999999943908623 0.9999999997421988; 0.9999999999996096 0.9531578334876127 0.9999999999983497; 0.9999999999977071 -0.9999999991828896 0.9999999999999961; -0.21722183895473599 0.9999999855675825 -0.9999999999988822]
390,5956,300,-24.585678015440205,[0.9999999999997223 0.9937054316036276 -0.9592806489370405; 0.1181201290359846 0.9986323320919542 -0.9999370168452447; 0.9894630389719526 -0.9994438188235312 -0.15830043541403999; -0.9953082539370313 -1.0 -1.0; -0.9999999999991542 -0.9306372943761413 0.22667755843643764; -0.17060264757259663 0.9900869344290419 0.9855604319380222; 0.9999997901097578 -0.876916274961405 -0.9999999999959233; 0.9999999917163508 -0.9999999999999548 0.9999999999991904; -1.0 0.9999353805063063 0.9999999345327082; 0.9985146663047603 -0.11478103729749319 0.9661911655808639; -0.9975369398206168 -0.21883343354765053 -0.9997851930967819; -0.9999945736047908 -0.9750675885683553 0.9999999999990915; -0.9999999999999937 0.9999999999995459 -0.9306302405428726; 1.0 0.9999999999999859 0.9970041183946514]
391,8106,300,-22.486610046461813,[-0.9999999999998238 -0.09777314700378066 0.9999999999999976; -1.0 0.9999999999999881 0.6855979310662887; -0.9999999870860063 0.999999999999997 -1.0; -0.9289373105702392 -0.999999999999999 -0.9240456438065342; -0.0895264973782045 0.8036851005468039 0.9997627108320589; 0.9995990751966483 0.9297896475524476 -1.0; -0.9963776005289058 -0.13473098304469214 -0.9999999999999946; 0.9978972283192081 0.9999999999999988 -0.03477178447759046; 0.999999999999999 -0.9999999999999999 -0.15973977631792186; 0.99999999999995 -1.0 1.0; 1.0 0.8691042803000096 0.9999999999999993; 0.3086243357596977 0.42045693023511516 0.1355334970422037; -0.9755882194460954 -1.0 0.9861373724879208; 0.935164673249256 -0.9999495284481643 -0.9999999999999682]
392,10000,300,-25.020694944449712,[0.9552031977067971 0.9999999999492366 -0.443809107498892; 0.7321986873906653 -0.9999999999999992 0.9999999996883558; 0.9999999999999856 -0.22650609167623525 0.9535475195554207; 0.9999999999994443 0.999983712375197 -0.9999999999998291; 0.42760667997264606 -0.9843101524116702 -0.8480758577002856; -0.9999891728941924 -0.9999999999990664 0.9999999999999658; -0.999999995075961 0.21235822083093492 -0.99999972323655; 0.9999999999999848 0.9999999999999789 1.0; -0.9998794853591797 -0.2621286251578923 0.6155415602071254; 0.9999999999997956 -0.999999999999994 -0.9999999999999977; -0.9999999999997633 -0.9999999999999151 -0.740080360609867; -0.9999999999990575 0.9999999999984426 -0.6369019870547524; -0.07634450044594773 0.6462725117913726 0.9999999999993392; -0.9999999999998967 0.9999999999999931 0.9991447889940385]
393,6192,300,-24.56917616382961,[0.9999999999999915 0.9999999999999987 0.9999945520906588; 0.9999999999999996 -0.3346624110490154 0.8966914627315228; -0.9999999999999984 -0.9999999517466347 0.4508993717542751; 0.9999999999999993 -0.12734897945353668 -0.9999999999999982; 0.957310891443333 0.9883909724475181 0.11210488935065861; -0.09574832609227472 -0.9999999999999921 -0.7575935179195421; -0.9999999999999978 0.9999999999999978 0.7519570523085563; -0.9999999999999997 -0.9433359735677487 -0.9999999999999994; 1.0 -0.9998791742020621 -0.9999999999999999; 0.9999999999999052 -0.9999999999999999 0.9999999999999934; -0.17908138602520238 0.8089489921940108 0.9999999999999966; -0.99999999999938 0.8676942416329076 -0.9428407205941004; 0.17701430131145876 0.9999658867210576 -0.9999999965607353; -0.9994564293152882 -0.9922588930568614 0.9999999999999989]
394,1422,300,-24.387988389125557,[0.9999994223569962 0.9999999949414076 0.9997947407686182; -0.9994629270954946 -0.9045188437707361 0.18008631798416758; -0.7222659258138769 -0.9999995600227675 0.999999828485772; -0.37074954335496146 0.9999812043864691 0.9964103956112347; -0.999999984023395 0.9927130612140931 -0.9999996723185548; -0.9999986580075267 0.8381639163481218 0.9999997940836458; 0.038155479693065736 -0.9998553409717972 -0.9811690750042473; 0.9999999216257566 -0.9999999941026042 -0.9999893748785708; 0.9999996721704445 0.999998987957106 -0.9853841312874093; 0.931056942489765 0.019015621342168592 0.9954157211838464; -0.8470340531343297 1.0 -0.3204944024242205; 0.9999999999897182 0.16410043832765772 -0.99999994719339; 0.9999994959007792 -0.9999998036013705 0.9977856716591517; -0.9999999825898577 -0.99999884552133 -0.9999991357364991]
395,1488,300,-24.054897649250254,[-0.9999999872651998 0.9999999017048588 -0.9995141653659502; 0.9999991169206798 0.9999978666191169 0.9989698203882916; -0.6670781698789736 0.9999943530522013 0.9999379591050382; 0.9999222796424134 -0.6830543555367228 0.05794504737269355; 0.9999971251033691 -0.014075388572030889 -0.9999998165299544; -0.9994794844081634 -0.9940890351280011 -1.0; -0.9999999476013595 0.1491173219206688 0.9999982786799521; -0.9999996387605079 -0.9999990504233954 -0.03895765446294989; 0.94429901029518 -0.9999999953460907 -0.9999962536267175; -0.7084784612616668 -0.9999977823827924 0.9999998916890871; 0.6263449211648823 0.008556857725776995 0.9998302404423238; 0.9999980794674409 0.9999983141198554 -0.7220744307481537; 0.999962899194534 -0.9999984192054852 0.9999999420354824; -0.44111342310383594 0.847613690561255 -0.9999184935548947]
396,10000,300,-22.289797575451885,[-0.9999999999974958 0.9423830940966618 -0.99999999999984; 0.9999999999929533 -0.052485333136045864 0.9993904483149839; -0.999999999999995 0.9999999999999835 0.9999999999998269; 0.9999999999999898 0.9999999999834303 -0.9999999999566722; 0.1972265962837905 0.12594048486043852 0.9999963730882843; -0.999952928214446 1.0 -0.20723744213256962; 0.9999999999863025 0.12185502328699821 -0.9999999999789939; -0.9590255149823952 -0.9999958333699892 -0.9999999999978407; -0.25022052110861714 -0.9999999999538158 0.9151187955996319; 0.9999999999928354 -0.9999999999961441 -0.9999999998862463; 0.9999999999999953 0.999999999994965 1.0; 0.999999999991756 -0.999999999999923 0.9880822766139686; -0.9999999999996195 -0.7533408049425078 0.999999999999592; -0.9841869804797277 -0.9999999999984374 -0.16737981682178119]
397,3587,300,-22.303915612763358,[0.9999999999964614 -0.48187239358495887 -0.9999999999981897; -0.9999999998653805 0.9999999999999619 0.9999999999992082; 0.9999999998156669 -0.27568964212381947 0.9999999999859949; -0.8202210462090269 -0.20245943823139856 -0.7994014484036422; -1.0 -0.9999999999065221 0.3112743655537722; -0.999370685439671 -0.5988418985781235 0.9999999999996809; -0.9999999998781126 1.0 -0.999999999966929; -0.9999999999882709 -1.0 -0.999999999999947; -0.9261302901534604 0.8904665534115364 0.17724379024058903; -0.11997698012637298 0.9999999999891191 -0.9999999999986358; 0.999999999999887 0.9981758176218454 -0.7516508421099128; 0.21620334864781574 -0.9832913311769885 -0.5697697623509456; 0.9970466847996369 0.9999999998437541 0.9995038208792467; 0.9999999999778004 -0.9999999996542586 0.006536012240016761]
398,5395,300,-23.960892217863563,[0.9999999999999445 0.9999999999775198 -0.995004902082402; 0.67365352055896 -0.9948521632109059 0.9999999999520558; 0.49130897206485036 0.9980740976207422 0.9942885483259374; -0.9999999999999488 -0.9999999998147356 -1.0; -0.8513792799130053 0.999999999999896 0.28942891694045303; -0.9997487618606923 0.9691893251815321 0.9999999999998516; 0.9257771341175883 0.3149342455004316 -1.0; -0.9999993221111168 -0.9999999409923458 0.19196058894405718; 0.9999999999984819 -0.9999999999987684 -0.9840922219695091; -0.9063099067583669 0.053908602999506415 -0.9746111853580678; -0.999999999941822 0.9999999999999625 -0.999999999994325; 0.3881522367406771 -0.999999999999191 -0.9392891478466211; 0.9999999999626878 0.06705757909574235 0.999999999999858; -0.9986652984729891 -0.9982171715357835 0.999999999920354]
399,3540,300,-23.348123392405114,[0.07894689964703565 -0.9999999867402155 0.999999806890846; 0.9999998021608153 0.9999999892176271 0.7421711693262654; 0.999999768763508 -0.9951852226821079 0.9999999931970844; 0.9994775290897987 0.40392778678514357 -0.6419548353931621; -0.9997303847848831 0.48121550243851086 0.9998588257375459; -0.999999561050934 -0.9963599416148585 0.9999984253340282; -0.9999995431849743 0.7877143010438759 -0.9999998980743361; -0.9999552651756256 -0.9565549295269955 -0.9999895367731982; -0.706300891076312 -0.728162442470202 -0.4018543606236063; 0.6059687336379213 0.6043589640184016 0.9999763668183116; 0.8675570265113262 0.9999984114226407 -0.9999994676005013; 0.7295923739308666 -0.9999999310394361 -0.9999999771058411; 0.9965474213332859 -0.9999452816399458 -0.3595361064569148; -0.9999989037118859 0.9999999989944737 0.11106869572560824]
400,7798,300,-25.03493635725874,[0.9999999999999997 -0.9999999999999879 -0.13054004006583167; 0.7174803306690709 -0.9999999999996824 0.987629508471707; -0.9999999999999929 -0.9999999999999987 0.9999999999999996; 0.9992263741748107 -0.15073876745051062 -0.9999999999999998; 0.999999999999998 0.9999999999999833 0.20530505211896702; -0.820900995536386 0.9050572681623544 -0.3540790476074392; 0.9536632768521863 0.20935886363481337 0.9999669964292561; -0.564337833611063 -0.9998807628830102 -0.7459106589680006; -0.9999999999999458 0.9999999999999999 -0.9999999999999964; -0.42163954985498286 0.9999999999955826 0.9999999999999886; -1.0 1.0 0.9999996750951065; -0.8248560562922186 -0.3303839595056791 0.8992424797619569; 0.8953445322828347 1.0 -0.999999999999575; -0.9999999999976262 -0.9999999993001353 -0.9999999999999996]
401,10000,300,-23.793077999074075,[0.44628386441323964 0.8598246606757424 -0.9999999999991893; 0.9999999993278533 -0.9999999998752217 -0.9999999999977295; -0.9808275375764657 -0.1309691241950538 0.9999869727342502; -0.9999900264184993 -0.36632353342934104 -0.9998816802967772; -1.0 0.9999999999995361 0.9999999999182297; -0.9991038115081341 -1.0 0.9987737712842958; 0.9999999999999839 0.9999999999999842 -0.74222041088859; 0.9991338742939738 -0.997390447796919 -0.22390863407566974; 0.9399804363885098 -0.9999999999501459 0.9999999999976777; -0.8218407119231372 0.7604026832412504 -0.0013437380872550113; -0.999999999999744 0.9999999999999992 -0.9999999999999998; 0.30554598493837826 0.8452570983094171 0.9954246251855015; -0.9999999999819966 -0.9999999999134 -0.9913820353424845; 0.9999999999679148 0.6868310039134661 0.99999999999968]
402,10000,300,-24.27113537594846,[0.999999993518347 -0.9999999999930236 -0.9999999999479698; 0.9999999999367006 -0.4309331058991321 -0.9999999858009287; 0.999999999996479 -0.6496785146676645 0.9999999997614858; -0.9999999999898115 -0.9999999999999876 0.9138572432044155; -0.9787805630363512 0.9644136211042253 0.138026693476225; -0.9999999999999999 0.9999999999990848 -0.9999999997651737; -0.9920763097690771 -0.24080563134880636 -0.9642749371775982; 0.5466813845994419 -0.9960920938805401 0.32619194418517267; -0.8468949467714322 -0.9999999999708202 -0.983307796214911; 0.9999999999983216 0.999999999998687 0.9999999999995401; -0.13012985865500779 0.979625433019898 -0.9401861884269491; -0.3123418379280696 0.8872403627051764 0.9604486042039889; -0.46653139324946646 -0.9999999999521614 0.9999999980642116; 0.9999999999839018 0.9766174384396663 -0.26927643865728146]
403,10000,300,-23.5317766370928,[-0.9999999999999997 -0.9999999999999997 0.2674146508420198; 0.5558395636684873 0.9999999999954646 -1.0; 0.9999999999999994 -0.7522265539642029 -0.9999999999857335; 0.9990563329726555 -0.9999999999999821 0.6262643988781905; -0.9999999999999971 0.9999999999999378 -0.9999999999999347; -0.7858427408513933 -0.07181818411270002 -0.9733950567604085; 0.9999999999992593 0.9162033059221962 -0.2103981261687348; 0.47386595206011517 -0.9270442273722881 -0.7896078602938885; -1.0 0.9999999999999983 0.9999999999999969; 0.959084853476611 -0.3144799806144498 0.9999741141219364; -0.7820739532909786 0.9410002319624964 0.2361910997019347; -0.9763824124549283 -0.9999999999997944 -0.9999999999957816; 0.6665478957191328 0.9999999999999909 0.9999999999994853; -0.7806163068726968 -0.6542573157921145 0.9999999999999988]
404,10000,300,-22.88047707906355,[0.9999999999989997 0.9999999999997358 0.9878047411316293; 0.9870548680674776 -0.0989697146732862 0.7723822600403605; 0.44708263522458525 0.9810651046888363 0.9999999999518778; -0.9999999999999977 0.9999972499591605 -0.999999999999974; -0.9999999999999957 0.9991546460485843 0.9999999999999852; -0.999999999999991 -0.9999999999999565 0.00699719854114946; 0.48212673757287583 0.9999991515427874 -0.9951143686303676; 0.8019596625663479 -1.0 -0.9999999999999996; -0.9119369034429058 -0.2521895463096995 -0.8034125856714643; -0.8762049930845353 0.9905636474737092 0.09111524180118212; 0.869120304308278 -0.9901021270585959 -0.39777875827606635; 0.999277958622323 -0.9999999999999951 0.9999999999993122; 0.9999999999956717 0.9365929769769237 -0.926726471660727; -0.9749115927059133 -0.8593655523042912 0.999999999999003]
405,10000,300,-24.268073311133286,[0.4875814595361906 1.0 -0.8510727139520204; -0.9999999999999915 -0.32818055612285923 -0.9999999830556082; -0.9999999977528502 -0.9341314856120946 1.0; -1.0 0.9999999999999991 -1.0; 0.3580210458356075 1.0 0.9999999999999957; -0.9999999999999906 -0.9999999999999977 0.06479365487307286; -0.9999999999999939 0.9999999392948422 0.9999999999999978; 0.999999999959412 -0.9999999999999968 -0.260606440185324; 0.9912834279273318 -0.10591942697409873 0.606976924947455; 0.8853174166537957 -0.9994118478811742 0.9999999999999941; -0.9673244998989612 0.7064763898424826 0.27131975698151595; 0.9999999999999934 0.9999991231347121 0.9999999392191792; 1.0 0.9915512033571348 -0.9999999999974387; 0.6229485755212303 -0.7111990053831115 -0.9999999999999964]
406,2566,300,-24.09848784610715,[-0.7622549543023331 0.9999710561449222 -0.4477434594985603; 0.9999861689062658 0.286454108015461 -0.9999973744551165; 0.03400758852391723 -0.6934674303524057 -0.8891995234574839; -0.8930836160628274 0.026624288731344918 0.9762725833688215; 0.9926382947900435 -0.9999998479645948 0.9820937433555597; -0.9999963684556593 -0.9999989457230869 -0.42023368692337604; 0.999919407735584 0.23485732879795504 0.9999998098100854; -0.9999999857656225 0.9999999986004824 0.9999887093021033; -0.942263441654053 -0.9999999997353382 0.9999502427551521; 0.9940236306274823 1.0 -0.8954235887612897; 0.09943638371134368 0.9999913034807398 0.9999193160481711; -0.9999635220198597 -0.9960585498821215 -0.999998400986558; 0.9999999998912631 -0.9999887210541312 -0.6832295439459358; -0.9999995205706856 0.9998704300524255 -0.9999986983629968]
407,6719,300,-24.1641487708542,[0.9989596867873265 -0.5016459718743445 0.9999999999842871; -0.9999999959320962 -0.9999999999999616 1.0; 0.9077447865882479 -0.16090421478864952 -0.8617895495448379; 0.9999869780163988 1.0 0.99999976653764; -0.9999411578787251 0.7262780365963007 0.03158197370534727; -0.7927984666284927 0.9999999915285926 0.9999999999999949; -0.15733849067576794 0.9999999970509301 -0.9873689783587475; -0.9953278662388326 -0.3695054842620035 0.999940462398186; -0.46092010611665885 -0.9737933026889793 -0.5736784512186598; 0.9997890616814579 -0.9999999997273478 0.00827866084380138; 0.9999999999811435 -0.9999999999827162 -0.9999999999984176; -0.9999999991819787 0.9422511367357606 -0.9999999999999185; -0.9999999999974941 -1.0 -0.9999999998999545; 0.9999999999983012 0.9999999999995715 -0.6306391398499516]
408,9655,300,-21.350492066353105,[-0.4255970729137247 -0.18877806991438437 -0.9787312244378453; 0.9999999999999994 -0.3221853241767381 -0.999999999999998; 0.9999997691750232 0.9443266197562261 0.9999993658471118; -0.7467951020123716 0.9999591872188205 0.9999999999999997; 0.8550686497222115 -0.7998682044207749 0.40027754578430147; 1.0 -0.999978557427973 0.9999999999999991; -0.9383040650143377 -0.9344128779511045 -0.02327014556068627; -0.9999999999999959 -0.9999999999999998 -0.9999999999999987; -0.9999999999999988 0.9899086539553126 -0.20971493740837574; -0.32146082241009644 -0.9521977821319587 0.9999999999999983; -1.0 -0.8083501078420436 0.9999999999999997; 1.0 0.9999999999999994 -0.2753020269582883; -0.29584589729773414 0.9999999999999993 -0.9999999999999898; 0.940642812014517 -0.9999999999999906 -0.9999990806976342]
409,10000,300,-24.541700795052165,[0.9999999999999927 -1.0 0.9999999999999977; 0.9547191536234678 -0.9140027569858987 -0.23950455460929435; 0.9986541381614811 0.9999999999999937 -0.9999999999999821; -0.9989056486943301 -0.32885287157689247 -0.9999999999999837; 0.9999999999999992 -0.9999999999999898 -0.9999999999999869; -0.9911576633210342 0.9999999999999997 -0.9999999999999977; -0.9980627903622081 0.999030491332934 0.28295016479562674; -0.9999999999999999 -0.9972487461926701 0.9133892995812742; -0.2301460861610952 -0.8418311785210589 0.9864091512659265; -0.9838112773313257 -0.9999999999999961 -0.9999999749529785; 0.7676316912875075 0.49155985417499265 -0.9973436120698256; -0.9999999999999991 0.9283962200666014 0.9999999999999968; 0.9999999999999987 0.586984431115859 0.954846828839922; 0.37567405147453015 0.999999999999996 0.9831010924532932]
410,9792,300,-24.24673957792536,[-0.9999999999999891 -0.9963552179353024 -0.9999999999999882; 0.792464215063186 -0.4342793602207462 0.9999999999996357; 0.459307617379192 0.991133825887936 -0.9999999516268421; 0.9999999999999447 0.9999999999999768 -0.22412108673382136; 0.49523283268965723 -0.9087806895108707 -0.9932592538558946; 1.0 -0.8438208187620703 -0.9986150719795291; 0.9999999999999848 -0.9999999999999831 0.999999999999998; 0.8415680920995527 1.0 0.9999999999996749; -0.9999999999999603 0.9872375099015424 -0.9999999999999762; -0.9991476334301824 0.02269955573142213 0.9845954582210962; -0.9816185777816243 1.0 0.9999999999999626; -0.9522829316170548 -0.9990667947353516 -0.019576189954695754; -0.9885383029807775 -0.9999999999999901 0.9999999999999781; -0.7750648960245805 0.9822916406121208 -0.27754933538841414]
411,8878,300,-22.93266210790134,[-0.36799164644763 0.9999999999999993 -0.9999999999999464; -0.9999999999999969 -0.19762564760012363 1.0; 1.0 -0.8451545290718772 0.12841776724901455; -0.9999999999999816 -1.0 0.6747865140043993; -0.999999999999998 -0.9999999999999855 -0.9999999999999555; 0.4261395676712539 -0.9955245439044149 0.9999999999999998; 0.8994087675374086 -1.0 -1.0; -0.9999999999999988 0.9348542079578624 -0.9859826554633263; -0.9999999999999999 1.0 0.8729406827690979; -0.781210443974722 -0.6827486121489152 -0.520701944012385; 0.9999999999999923 0.4289854712780919 1.0; 0.9999999970065585 0.3695874586641888 -0.999999999972059; 0.9999999999999987 0.9999999999999987 0.2790149749006117; -0.20804947785548944 0.8595831904131626 0.6429318698025216]
412,10000,300,-24.35326272732597,[-0.25031567936963856 0.9111164220216498 -0.8590415850894693; 0.9999999999997448 0.9441848164137627 -0.999999999960527; -0.9999999999999967 0.9999958803966458 -0.9999999999999887; 0.9999417779443304 0.9999999999985186 0.9999999999968996; 0.7361707179847752 -0.8245426138297585 -0.9999999999999905; 0.9999999999999996 0.9798756425894865 0.04435715583149875; 0.9999999999865203 -0.9999999999991619 -0.14885804494404586; 0.5176358303733596 -0.18652914902525664 0.5925931733936464; 0.9679901800436962 -0.9984102301063494 0.9999999999999991; -0.9996906421422241 0.3597649529473948 0.8070398071222038; -0.7786974598855274 0.9999999999979327 1.0; -0.9999999999989028 -0.6768376764249986 -0.9999999999999919; -0.9999999999879249 -0.9999435887991953 0.9999999999295706; -0.9206565653434217 -0.9999999999975854 -0.034717584019142544]
413,9097,300,-23.75033086064885,[-0.9999999999999999 -0.9999999999999999 -0.33263767615935186; -0.9983343265328837 0.11871025754471767 0.5318576137171858; -0.9999999999999999 0.9999999999999998 -0.8873079209108832; 0.999999999999999 0.9999999957421464 -0.9999999999999998; -0.9942256742208208 -0.9999999999999998 0.9999999999999986; 0.510087117020008 1.0 0.9370657180759322; 0.7645644877269059 -0.9999999999999993 0.9999999999999998; 0.22651714224049108 1.0 -0.9999999999999947; 0.9999999999999997 -0.869796488205276 -1.0; -0.9999999999999952 0.9999999999999999 0.999997073008301; 0.9999999999999988 -0.9999999999999998 -0.11544105516550109; 0.999999999999999 0.32864511008506775 0.8429975317711698; 0.20134696997620652 -0.6386135254497449 -0.7405950882556551; -0.9999999999999999 -0.3814701155463087 -1.0]
414,6899,300,-25.881568247365937,[-0.9999999999170451 -0.9844783361225623 0.4217693214073852; -0.9999999999999994 1.0 0.901204013905263; 0.9999999999999888 0.5186384020572269 -0.9999999999999986; 0.9999999999999998 0.9951415639578485 1.0; -0.9999999999999958 0.9999999999999986 -0.9876813033243685; 0.999645149638818 -0.23810054890356927 0.5437896037035466; 0.9980947330299392 -0.9999999999999999 0.9999999999999994; -0.42438280482211166 0.985257638030816 0.9510976725735122; -0.9384239868683116 0.3874728652187924 -0.9999999999995008; -0.9999708773807584 -0.9999999999999982 -0.9999982027898756; 0.44953762992047874 -0.9812717205901507 -0.47352885149778107; -0.3242354892127629 -0.999999991718067 0.9999999999999994; 0.9658982514266141 0.9998708819893874 -0.3879502972642086; 0.9999999999999958 -0.9978870467763845 -0.9999999999999987]
415,4174,300,-24.206798729948726,[-1.0 -0.9925531704487177 0.9999999322224621; 0.4169380541182433 -0.9033361218890688 -0.9999999987838233; 0.9999999999318254 -0.9999999993978093 -0.4572608215781044; -0.9999999992693326 -0.9999953836210687 -0.9999999408646313; -0.9999999916121475 0.9915107595608482 -0.013590423397611514; 0.8793895444025441 0.9999999999849167 -0.9999999950193451; -0.9887752438785984 0.8877625288323457 -0.9999999983885417; 0.21997498622154263 0.9982549927087236 0.9848853207916148; 0.9995263432732132 0.31730113163999163 -0.7885888970261108; 0.5520604507062739 -0.5014671245251918 0.7282651591067452; -0.6236366715884514 -0.9999534742174547 -0.2631899961432231; 0.9999999999776076 0.9999999985118596 0.9999999956048585; 0.9934204946747544 -0.9999999816504714 0.9999999139034582; -0.9999997278464421 0.01079766854845485 0.99986288551968]
416,10000,300,-23.997703300898486,[-0.9999999999999964 -0.9999999999999878 -0.8953909925261376; 0.9999999999997121 0.6951888941486003 -0.9875127891854084; 0.9999999998977022 -0.9999999063077277 -1.0; 0.21250138755318615 0.9999999996515319 -0.9999999999984044; 0.9996917999839166 0.999999999999911 0.9999999981532431; -1.0 -0.0767534582956376 0.9999999999793595; -0.9984861707203115 0.8661333218310925 -0.18237759211139196; -0.5633781952208257 -0.18715675261384127 -0.9999999999989078; -0.9925879424597505 -0.9999999948206937 0.7119808676254088; 0.999999999999931 0.002355776335266474 0.9895945374309116; -0.9999999989214694 0.9985286345156863 -0.9989381887512074; 0.8450826978624939 -0.999410859572603 -0.419552456516387; -0.5975711957937951 0.9999999999999947 0.9999997621179578; 0.9998062723469658 -0.9999999791409439 1.0]
417,10000,300,-26.407920881644824,[0.9999999996664433 0.9999999552766441 0.9999999999999144; -0.9999999974390725 0.999999999997697 0.9999999999999976; -0.9999999969256131 0.9999996518243656 -0.9999999999972126; -0.9999999911765457 0.2576636836732596 -0.5227484610608597; -0.9999999999999982 -0.3182975962189113 0.9999999032916798; 0.2882403192631389 -0.9999995512186507 -0.9999999999998103; 0.9999999795379758 -0.9999999980629424 0.9324125148532089; -0.22037294982789316 1.0 0.5425460322980521; 0.9984063645319844 -0.3062959012892011 0.9526955371268784; 0.3527671709189795 0.9999999998583493 -0.9999977050471132; 0.9999999989937226 -0.9999999999996427 -0.932225831023792; -0.9999999270034118 -0.9999999825304428 -0.990068491506711; -0.8650082558934161 -0.9999999999999427 0.5154559375714947; 1.0 0.927964822179658 -0.5158719163097015]
418,5292,300,-22.125402615584377,[0.9999999999999325 -0.9999999999986106 0.9836456226162859; -1.0 -0.618933908443534 0.36980954333953087; -0.9999970647237023 0.47312898220210575 -0.9999999999999956; -0.9999999312862914 -0.9999999999987355 -0.9866634781226086; -0.999992122736121 0.999999999999687 -0.37226487711393624; 0.3273482943784952 -0.999999999999999 0.6502734160271156; 0.7124496320249465 -0.999999999999888 -0.9999999999991105; -0.01856320633567317 0.9999999989294942 0.9999789383355978; 0.9999999999999567 0.1812192924025464 -0.9999999999988983; 0.99999999999972 1.0 0.9993436770543007; -0.9999999999997461 1.0 1.0; -0.9999999999931024 -1.0 0.9999999999999897; 0.8421060171176362 -0.09910724291757644 1.0; 0.9999999507783521 0.9999999999994524 -0.9999999999999098]
419,10000,300,-24.470089151881254,[-0.9689701448067797 0.7428681977402332 0.08122507573167968; 0.9999999999919919 0.8904554360958546 -0.17893391894959074; 0.6532597814156083 0.9999280097669832 -0.9999999999852208; -0.49514823397017377 -0.96594855931502 0.8093364526272646; -0.9999999962077162 0.9996771238043227 0.9999999999994846; -0.999999999999871 -0.8947705740554883 0.9999999999996128; 0.7898043962468677 0.9999999999998883 0.9999999999999603; 0.9956724741189539 -0.11950661111170315 0.9985895091789366; 0.35855509339711644 -0.8814911429960185 -0.9553247089762512; -0.999996529315125 -0.3276187660457857 -0.999940610434388; -0.9820279099862975 0.999999999999597 -1.0; 0.9999999999999358 -0.9999999999963816 0.8634761887576912; 0.9999999999998918 -0.9999999998931766 -0.9999999999995675; -0.999999999999831 -0.999999999999998 -0.9999999999999211]
420,9103,300,-25.84802866614935,[-0.5852875742658231 0.999999999999999 0.44962779569860556; 0.9999999999999957 -0.999999999999994 -0.8190061434279592; -0.9999999999999964 0.9868503435462075 0.9999999999999973; -0.9999999999999986 1.0 -0.9999999999999943; -1.0 -0.6408372237159262 1.0; -0.9877597653855125 0.007205820199372796 -0.6964751207859401; 0.9999999999999957 0.9999999999999999 0.9991770966913991; 0.36964051237628226 -0.9999999999999708 -0.9999688077508169; -0.9999999999999911 -0.9999999999999991 -1.0; -0.764311445157301 -0.9999999999999919 0.4922044909118331; 0.38237523772271625 0.9999997717661064 -0.9989853025401281; 0.9984653445770943 -0.1937894306778535 0.999999999175895; 0.9999999999999978 0.997938893358393 -0.7016345617378288; 0.999999999999962 -0.9999999999999686 1.0]
421,10000,300,-25.248013155842248,[0.9993227077733422 -0.3837779056410749 -0.9666792986270691; -0.9999999999516715 -0.9999999999999998 -0.9999999999768194; 0.5444572811103194 -0.9999999988559386 0.9807204319747618; 0.9999999999664848 0.9999999995959518 -0.9999999999897871; 0.6706384548870052 0.99999993939549 0.1491266000134615; 0.9999999998989595 -0.3642462942275905 0.9999999999996156; -0.9999999999773552 0.9999999999995234 -0.8894277498038972; -0.9985096629536832 -0.9567771747994096 -0.307227288417267; -0.990727656221161 -0.971373975576069 0.9999999999962612; -0.5418319205963618 0.5632541907711343 0.999999880892787; 0.9343985503531367 0.9999999999995971 0.9999999999999885; -0.4728564037447236 0.8641631304265895 -0.9999999999782023; 0.9057230354319565 -0.9999999999992347 -0.9999999999999875; -0.9999999999999082 0.9999999999993718 0.9859843886845914]
422,5898,300,-23.48673239995176,[-0.9999890441213078 0.9999999999999988 -0.9999999999999979; -0.999948568300684 -1.0 -0.726298475645647; 0.7888598409216544 0.9999999999999996 -0.9999999999999999; -0.9668562104901762 -0.1302049172064673 -0.9999452876350238; 0.9732503090782542 -0.8920351811156171 -0.31163544800371407; 0.9999582471390733 -0.9997650330472694 0.9999999999999983; 0.42450358849990266 0.11361461466048023 0.9999593196983225; -0.9999999999999993 0.04364561743906662 0.9999999999999999; 0.9999999999999972 0.9999999999999993 1.0; -0.4602117275626958 0.9335125210188048 0.15076817598590866; 0.9999999999999994 1.0 -0.07731586829655207; 0.7513676905460648 -0.8133112643242035 -0.9999999999999999; -0.7673264277188678 0.999999999999928 0.999999999999999; -0.88345468654028 -0.9999999999999829 0.9997605749533823]
