nPsoRun,n_iter,S,fgbest,optDes
282,10000,300,-23.43465819857041,[0.9999999999999503 -0.9898773749342911 -0.9999999999999987; 0.9999999999999973 -0.9999999999858783 0.9999999999999993; 0.9999999966123595 0.9999999999999906 0.9492435298428726; -0.9999999999998305 1.0 0.7988836488439539; -0.6269743851964774 0.6984304308962358 0.9745251921460002; -0.05220606822993762 0.999999999999999 -0.999999999999984; -0.9999999993789949 -0.9925049833215371 -1.0; -0.9999999999999332 -0.9999999999999863 0.9999999999999855; -0.9981829630389362 -0.9163008318722321 -0.060277785454197104; -0.9958665300119928 0.4435691185189104 -0.9999999999991251; 0.05128081918454858 -0.9702564343993771 0.951894615838534; 0.9995451518340381 -0.9998522026963856 -0.20891226275781646; 0.9999999993689885 0.7490206682401485 -0.999999999999989; 0.9999999999999952 0.41064946367992045 0.8948066700521157]
283,9776,300,-25.10795050113569,[0.9999999999908371 0.9994851790485767 -0.9999999999999877; -0.9584109442550451 0.9460065041894807 0.40280932872063663; 0.43226882079983864 0.9790946060131782 -0.9243912694256686; -0.9999999999996315 0.999999999998511 -0.9999999999989224; 0.9998908499139187 -0.9999999997444972 0.999999999999612; -0.9584056214855217 -0.36975484425968086 -0.9517238914274827; 0.9999999996312977 0.9999999999999959 0.9969718600096231; 0.9609283160369803 0.3750867115586929 0.9989884490101749; -0.9999999999999721 -0.9999999999924449 0.9999999999829494; -0.9999975902155052 -0.9999999999893292 -0.9961537860943611; 0.978618552970349 -0.9996555391775931 -0.9999999999827254; -0.4288139528502715 -0.9892823567670387 0.9151656078641452; 0.9992224054994315 -0.9999998743679887 -0.3920665363717725; -0.9925048759636859 0.9999999999995033 0.9999999999999951]
284,5733,300,-23.739812881615254,[-0.9999743004283644 -0.6092058067582192 0.6457663459573649; -0.9999999999998456 -1.0 -0.8359354908496474; -0.8468097627504649 -0.999999999999984 0.9999999999999718; 1.0 0.941258939279647 -1.0; 0.1507979026948462 -0.9513955212985276 -0.9729940472550006; 0.9554756688774493 0.8435635826183865 -0.4577529706042584; -0.9628104152672756 0.9999999999999475 -0.8869552061113121; 0.9999999999997412 -0.9999999999993338 -0.927273447938447; 0.9999999999956893 0.9999999999999758 0.9999999999999805; -0.9999999999997043 1.0 0.999999999999993; 0.9843206637717739 -0.08860306558952631 0.992335598200465; -0.3913627336257335 0.9998295277888719 0.762821653482919; -0.997296202410048 0.11882682633069833 -0.9999999998501831; 0.999999999998788 -0.9999999999998392 0.8522742973238808]
285,7284,300,-24.59746406999262,[0.05970344755940905 -0.9999999999999996 0.9622420323142362; 0.9999999999467531 0.999999999999998 0.23566974396303422; 0.9999999999999962 0.9999999999999999 -0.9999999999999984; 0.9999999999999997 -0.5752628701078556 0.9999999999999998; -0.9999999999999992 -0.9635636012085667 -0.4327160347136367; 0.9999999999999939 0.9967895201274422 1.0; -1.0 -0.9864218137540613 0.9999999999999998; 0.9999999999999974 -0.9999999999999982 -0.939879690790849; 0.9960925046673448 -0.1895053891689758 -0.8763323907189013; -0.1540872380837319 -0.9999999999999981 -1.0; -0.27679838194999 0.46117419028941886 0.9546185188625915; -0.9866879909767811 0.9942831276389179 -0.38664732597348717; -0.9999999999999986 0.9999999999999992 0.9999999999999993; -0.9929234838189318 0.9944269707684076 -0.9999999999999992]
286,4456,300,-24.167247040999698,[-0.9999999999993703 0.9916030773177505 -0.9999999999986395; 0.9979188173826175 0.9999999999993956 0.9938477105773289; -0.9999999999999721 -0.9999999143877631 -0.9987426965076937; 0.9999999999998559 0.07093851625261426 0.9979853775286022; -0.9511269114822993 0.9999999659618399 0.999999999999958; -0.867461415930739 -0.6282427228211726 0.4774480357109886; -0.3665440415152914 -0.855218447623422 -0.9999999999987758; -0.8584604513961492 -0.9999999999999828 0.9999999999999998; 0.9999999999998562 -1.0 0.9999999999990429; 0.9999999999998875 0.9999457850072354 -0.9974512324752443; 0.09362672917997147 0.9999999999995497 -0.9991699086784189; -0.9999999999957796 0.9981469579227744 0.43185583360504687; 0.9999999999999992 -0.5335862278643005 -0.999999999999846; 0.813668569659306 -0.9973701513046075 -0.2774405475223036]
287,10000,300,-23.519254625035913,[-0.9808838611220231 -0.9999999999999285 -0.1152298651430425; -0.9999999718591289 -0.9999999413161548 -0.9999999508071051; -0.9834671774596941 -0.009258299144883965 0.999999892695722; 0.029118862292816582 -1.0 0.8931907648136997; 0.9208872902205978 0.7482949387932695 0.9999999999847797; 0.26363797513499754 0.9752235839469955 -0.9999999991631083; 0.9999999999927159 -0.5739753097382407 -0.5115278149442025; 0.9999999999998695 0.999999999999057 -0.04167473978530217; -0.9998093389523351 0.9999999995964933 -0.9999999999963087; 0.9990825100976153 -0.9999999996379783 -0.9999999999999598; 0.999999989194823 -0.991731193063596 0.9999999999800199; -0.99999999972959 -0.9999996742346844 0.9999999994684764; -0.8348514090955746 0.9975958289191578 -0.04364427522027842; -0.9734212988992007 0.9999996819435644 0.9999999999999992]
288,10000,300,-24.09320738161638,[0.9999140972883446 -0.43977238784299766 -0.636574961808809; 0.9999999999999982 0.9999999999983664 -0.9999999999993121; 0.2360040224853142 -0.9999999999998621 -0.9999999999999943; -0.07239261417628079 0.9021487714676615 0.9998331328648448; -0.9999998350955399 -0.8181665694777476 0.9999999999978535; -0.5306225326745888 -0.353424198342972 0.5645632477914628; -0.9999999999999409 -0.9999999999948478 -0.695741627151893; -0.29145632618404904 0.964251238930994 -0.992661971231519; 1.0 -0.45278209649482964 0.9999999999999999; -0.8859738463829749 0.9708803560533538 0.16169714034368568; 0.9829177920179797 0.8543779888108027 0.2666546954141724; -0.9999999999999778 0.9999999999999978 0.9999999999999908; -0.9999999999999999 -0.2477856172815513 -0.9205618436460199; 0.4255664952993465 -0.9999999999999976 0.9999999999999848]
289,7897,300,-23.717711065631462,[-0.8943002790438939 -1.0 -0.9987940291873204; 0.9999999999999557 0.9999999999999982 0.08572037333961242; -0.999999999999976 0.9999999999999986 0.20787107382960499; -0.681306756429731 0.9999999993807434 -0.9999999999999973; -0.9999339178737598 0.9471805641193736 0.9999999999999981; -0.9999998441215284 -0.5163933327895789 -0.9319626991589758; 0.9999999999999853 0.4575265517137332 0.9999999999725206; 0.9999999999999928 -0.9999999999999922 0.9964199239359074; -0.24666131210268893 -0.9999994647472693 0.998015676262753; -0.13096218043239927 0.48921460502173975 0.538573677309803; 0.986796626469145 -0.9999999999991667 -1.0; -0.9999999999999942 -0.9622441556034635 1.0; 0.9999999999970014 -0.6913793757854024 -0.26558439054031063; 0.9999999999999998 0.9734727338873441 -0.9999999999986957]
290,10000,300,-24.648191249627384,[0.9999999999999877 0.999999999999972 0.9999999999996578; -0.7406148795778371 0.9999999999516318 -0.6345200157237796; -0.9999031998939638 0.6926827597443788 -0.999999701191164; 0.9999896512448953 -0.9999999740253318 -0.9999999917435684; 0.9990246290106819 -0.9999999997429978 -0.0626594772341195; -0.9998955168503867 -0.9999999997334157 1.0; 0.9800245449607138 0.1308639917076014 0.967447360546566; 0.46861795337623413 -0.9999999999943927 0.9999999473918163; -0.9999998440894848 -0.8295346005234127 -0.23645041256825922; 0.5644066927373135 0.4209173262770612 -0.983227500066299; -0.9161182685131936 -0.9999996949210833 -0.999958227805356; 0.999999999998071 0.9999514688046574 -0.9357461515370195; -0.1327983795374673 0.8050163126965082 0.999999505946127; -0.9999999998380699 0.7730280479701954 0.9997351380805802]
291,5212,300,-24.88654139384132,[-0.9997649881242664 0.9999999999998355 -0.999999999975691; -0.9668015467591053 -0.9351204762803982 0.3860802324308111; -0.9999999998056369 -0.999053118579434 0.9999999999820939; -1.0 0.9999999960066739 0.999999999684884; -0.4057774586946979 0.999999999942743 0.8653447882271297; -0.9966248932008418 0.3023547334827133 -0.9974303237511974; 0.9999999994357676 -0.9999999999807236 0.9981441817866208; 0.9999999997419421 -0.999995707464418 -0.9999999999999306; 0.9957724659639571 0.9989573971378622 -0.3424689526204287; 0.9683866987512777 0.9999999999998974 -0.9999999999999742; -0.9999999998862024 -0.9999999996148337 -0.998278463067985; 0.884489923409473 -0.39621249177092294 0.9922519236897646; 0.4107047301118066 -0.9971340628026623 -0.9777554414501609; 0.9999898543455197 0.9695882599444495 0.9999999999996414]
292,8130,300,-24.56557154252311,[-0.8805653399189721 -0.19545354145984747 -0.9436090115145911; 0.9999999991885927 1.0 -0.9999999999999949; 0.9999999999999979 0.9999191901082325 0.9999999999999001; -0.9999999999999273 -0.9999999999985403 0.9999932262964198; -0.4122846588677619 0.9999999999994015 0.9999999999999938; 0.9999999999999534 -0.9999999972472516 0.9999999999990575; 0.45429496780639556 -0.8877302396349284 -0.9914221253942966; 1.0 -0.9999999999999877 -0.9322507313718275; 0.9999530172383839 0.9983661044114307 -0.24505664106199754; -0.9999591380237705 0.9999999999997501 -0.9999999999999996; -0.9999999999999832 -1.0 -0.9999999999946289; 0.1575796129074017 -0.9346622286765995 0.9391360359452988; -0.9999999999999399 0.9995773115499977 -0.06700148652661439; -0.9590904400613272 -0.012093924318034745 0.9999328433826186]
293,10000,300,-26.00708877678767,[0.9999897915055942 -0.9999999999999934 0.33273062200773407; -0.9999999999999822 -0.17884753298570844 0.9450228006133389; -0.411162487422333 -1.0 -0.7649221386701371; 0.9999999999999957 -0.9999999999999416 -0.9999999999999912; -0.33867238480214623 0.9999999999999863 -0.40485477674790354; 0.9999999999999296 0.9999999999999567 -1.0; 0.5613720466467074 0.8829147844987358 0.9999999999996418; -0.9999999999999964 -0.2791237625279972 -0.999999999999996; 0.9999999999999978 1.0 0.3923021880523681; -0.9999999999999853 -0.9999999955730984 0.999999981053212; -0.9999999999999973 1.0 0.9997290102660144; 0.7350688547496318 0.1187713720196857 -0.8661045408101519; -1.0 0.9985297500611945 -0.9999919534344497; 0.6983872869752963 -0.9999999999999977 0.9999999999999799]
294,9569,300,-24.33749516821655,[-0.9999999999999993 0.9735256570593541 -0.983001660632814; -0.9999999999999988 0.9999999999999994 0.060092066523740606; -0.9916406536628969 0.01856787045627954 0.9999277353865651; -1.0 -0.9999999919296036 0.9999999999999969; 0.09947974739974189 0.9999999324272878 0.9999999996908239; 0.9999999999999998 0.9999999999999963 0.9547414537188282; 0.9999999999999996 -0.8175544546601909 -0.9999999999999097; 0.5092196916300409 0.5088497149348717 -0.9999999999999993; -1.0 -0.8296167287504259 -1.0; -0.6827261711464537 -0.9998718689788412 -0.3617266216592137; 0.9999999999999963 0.9999999999999999 -0.9954326961414693; 0.43948254424397526 -0.9999999999999654 -0.9999999999999994; 0.9999951538409751 -0.5715609444220938 0.4973290095311596; 0.9999965861604977 -0.9999999999999992 0.9999999999999998]
295,6665,300,-24.70976897735127,[1.0 0.9999924993538196 0.9999999999999998; -0.9508390277650102 -1.0 0.6575325787958182; 0.449596342980207 -0.35940515034511306 -0.9999999700852208; 0.9999999999999994 -0.9999999999999994 -1.0; -0.9999999999999998 -0.16072221804575354 0.9999999999999994; -0.9994825143433324 -0.9999999999999994 -0.9998270613541307; 0.16849276226682805 0.9999999999999976 0.8089908177653237; 1.0 0.9249065955394122 -0.27853433018695006; 0.9481625017183237 0.9999999999999988 -0.9999999999999992; -0.8475481070801766 0.9999999999999994 -0.9999999999999991; -0.9999999919865123 0.9999999999999994 0.8310105656884449; -0.9999999999999999 -0.026648791103161897 -0.9999999999999996; 0.9992368916609619 -1.0 0.9999999999999998; 0.9999999999999506 -0.9999999999999999 0.3082131226213814]
296,7102,300,-24.945526450621497,[0.9999999999999999 -0.9999999999998214 -0.9999999999999987; -0.3606047531379229 -0.9997405290695905 0.9999999999998785; -0.80149196082694 -1.0 -0.975095253294804; -0.9999999999999999 -0.99999996984873 0.9995102599762922; 0.9999999999999993 0.9999999999999964 -0.9815191230503536; 0.9207827307025188 -0.9228921085135077 0.15923102967446084; -0.9984584933533455 0.9999845388671154 -0.14309714631413292; -1.0 -0.2640883093748523 -0.902334408454092; -0.9922946720666814 0.9999999999999997 -0.9999999999999988; 0.9998888552394442 0.19304691639787255 -0.9999998016045956; 0.9999999999999986 0.9844192242097899 0.9999796919948103; -1.0 0.9991262695701969 1.0; 0.366978701371374 0.9999949474017283 0.9999999920632937; 0.9999999999996753 -1.0 0.9999999999999964]
297,7209,300,-21.5228846369105,[-0.9999999999998282 0.9999999999999668 0.9999827127344045; 0.9999999999999833 0.999999999999993 0.9993907361926586; -1.0 -0.9999999999999973 0.9709426641307792; 0.999999999616067 -0.9999982483219158 -0.438982775243981; -0.06687372599832637 0.9626769928536825 0.4196816151155891; 0.07012551809951664 0.9999999999999585 -0.9999999999999983; -0.9998216036093838 -0.9999999999987672 -0.9999999984464525; -1.0 0.29118571733275694 0.9977594157086637; -0.9999999999999893 0.24684444309618234 -0.9998654321483089; 0.9282803158304554 -0.9997667186075854 -1.0; 1.0 -0.34177747733573893 0.9999999995221304; 1.0 -0.9999999999999983 1.0; 1.0 0.9996629746044187 -0.9262855674804831; -0.04001661956834842 -0.5585649642025586 0.9999999655589528]
298,6537,300,-23.493888864780196,[0.9999999995123293 0.9202433281386592 -0.9999999996004388; -0.9999999999487175 0.9999998973451573 0.36947467979943904; 0.9999999993545687 -0.4514495124398916 0.9999999998178598; 0.27527006594723635 -0.9999999999088689 -0.9940515987621171; -0.9887244415001114 0.9999999999971131 -0.9999999992283437; -0.9931667005119226 0.27980708144987904 -0.9999964644083632; 0.9999999973573952 -0.887305435389925 -0.7316153975313394; 0.6308353367395073 0.9999999052756744 -0.4635441362752299; -0.9999999997934415 -0.9999999999993808 -0.7990541683900378; -0.13486664820165056 -0.9999995058366785 0.9999999994840524; 0.9999999987184884 0.9999999971233366 0.9999999996390465; -0.53253886268013 0.9675378208696525 0.9999999994786407; -0.9999999999915902 -0.9458575632562769 0.9999999996382363; -0.13763282737809945 -0.0645024747581461 -0.24063217400947629]
299,848,300,-23.70703864770753,[0.6991190808467093 0.999981587615181 -0.9999864945617338; 0.9891631034178527 0.1385979221904317 -0.9664280898424858; 1.0 -0.1928979666238297 0.9999999733180471; -0.9999890082562997 -0.9966455352643516 0.9999993209195263; -0.9998517502443939 0.9772665317471948 -0.999988786717006; 0.9974874930425572 -0.9995014284618289 -0.9999999999918069; -0.9999990271945215 0.9999999797439816 0.9999926553054379; -0.999480961228412 0.9546711631689448 -0.3211843215446681; 0.99967758081414 0.9999977294121343 1.0; -0.5047709131636667 -0.6366696016543932 0.9999998857530159; -0.9606653526715363 -0.9978467227447405 -0.9999990005983114; 0.9999995084352349 -0.9999747731900098 0.5738784936942808; 0.21042042769586597 0.9963101088465854 0.9053721015455313; -0.9953910829641639 -0.9999913575664964 -0.1737399156472484]
300,6384,300,-23.336655988317712,[0.999999999999998 -0.31212329374629233 -0.9999999999999999; -0.9915857224755946 0.9996425586109028 -0.26482177944392327; 0.9958445353065032 0.9999999999999972 0.999999999999996; -0.9831578473003731 0.9999999999999992 -1.0; -0.379562803897015 -0.6375186863237308 -0.8920360367438199; 0.5007953427899251 0.9999999999999992 -0.9999999999999362; -0.9999999999999997 -0.22638595797538602 0.9999999999999996; 0.9996684452704411 -0.9999999999999994 0.575790142326688; 0.036037941792483416 0.9878976263969733 0.9506811357212729; 0.9999999999999691 0.6264308539193019 -0.2844477905351329; 0.9989525029706385 -0.9999999999999998 -0.9969339894902919; -1.0 -0.9883165285785535 -0.887915098439778; -0.990499177901845 -0.9999999999999991 0.935978344661604; 0.999307383498297 -0.2231537210385357 0.9945944510423791]
301,10000,300,-24.247804440491628,[-0.9999999999999948 0.4619747297218641 -0.9999999999999138; -0.6065945770778679 -0.9999999999988883 -1.0; 0.9992952961805345 0.9886479502262981 0.4022189054034589; 0.06619477170078157 -0.8773403479586581 0.9953428287054387; -0.9999999999999994 -0.9999999999999802 0.9999999999998562; -0.93201297444028 0.9999999999999591 0.940635361488778; 0.9999999999993346 -0.954812851032958 -0.9999999999997811; -0.98122590973394 -0.9445457158841949 0.1111710788594105; -0.9999999997325649 1.0 -0.9999999999976379; 0.9999999999999968 -0.9999999999999979 0.4354243809712889; 0.99999999999614 0.9999999999999947 0.9999999999999711; 0.999999999999981 0.8019978565867422 -0.9999999999976562; 0.13957696381962723 0.9433745294208591 -0.6286080769112797; -0.9464861077024508 0.38506603386498683 0.9823500978617469]
302,6106,300,-24.556783296583014,[0.9999999998093222 0.9999999999658497 0.5017868383655173; 0.9999999786803265 0.8665864682025022 -0.9999999999513051; -0.9261640232799381 0.9999918265812439 0.08729076719044875; 0.45495803491656006 0.8820774394828629 0.9999999994715055; -0.999999997411224 0.6307945419525054 0.9999999719524019; 0.3569437216022136 -0.9662376380917 -0.9569307065096305; -0.9999981101783166 0.15302791927713344 -0.9497052734160324; -0.9999999996778945 -0.9773693628585947 -0.3683204008574214; 0.9999999997103911 -0.9999999999454321 -0.9999999994408824; 0.373676723468044 0.69502655199754 -0.753387682597617; -0.8668638656860569 -0.9999810527500358 0.9999999999630935; 0.8675796808677927 -0.40499618283010996 0.5813215753761222; -0.999999998980862 0.9999999997002418 -0.9999999999324576; 0.6869893324527313 -0.9999999999999919 1.0]
