nPsoRun,n_iter,S,fgbest,optDes
31,7804,300,-32.0134448373313,[0.9999999999999967 -0.9999999999999979 -0.9999999999998904; 0.1678102418340839 0.9261870584485725 0.999999522325931; -0.9967117859215051 -0.2707887896447302 0.9182340022865475; -0.1635375124088507 -0.023677358665049962 -0.008657230544904105; 0.9785045314045171 -0.3837080541641237 -0.9319604291487189; -0.9999999999989896 0.933108502736133 -0.4272494054999721; 0.5009583842751816 -0.9999999999999942 0.9450617431175073; 0.9560289852158204 1.0 -0.0902579274440747; -0.9999999999999963 0.9999999999999989 0.9577947085053019; 0.9999999999999997 -0.998200302529068 0.9999999999977921; 1.0 0.97769766540819 0.9999999999999947; -0.9999999999999913 -1.0 0.9999999999999999; -0.4765979795163209 0.8321679810800012 -0.9999999999457317; 0.9999999997439954 0.9999999999999994 -0.9999999999999999; -0.6849021308905501 -0.9999356055690892 -0.7560662191508989; -0.9999999999999988 -0.5286627113497675 -0.9999999999999977]
32,10000,300,-32.62774027499942,[0.9999999999614797 -0.9999999999726423 0.9999999999362698; -0.3359906649699222 0.8591276962852326 0.858085646485261; -0.4330468115534109 -0.9999999999878589 0.9999999999960769; 0.9999999999997771 0.9999999999900748 0.9999999999999827; -0.9999999995994775 0.9999999988201685 0.9999999979855471; -0.4064308390698923 0.9999999999992337 -0.9999999999910153; -0.9999999999999073 0.9779393312976348 -0.5293437668515171; -0.9999999999999968 -0.9015057087799984 -0.9863558482264954; 0.8886469213100932 0.005553374299900219 0.9425773266072911; 0.9999999999999711 -0.9248293984220994 -0.9999999999710046; 0.9999999999948365 0.7973600648206145 -0.9999999999424056; 0.9999999715714633 0.9999999995438472 -0.2832826439200561; -0.4783295105122377 -0.9999999999916709 -0.9999999999990014; 0.09947439540813342 -0.11406474231598632 0.017905095941817065; 0.9999971464810009 -0.999538460417974 -0.17253450154806685; -0.9999999999872026 -0.5899763675384796 0.891919583655671]
33,6916,300,-31.336908592402782,[0.9900441189168759 0.43860956752813957 0.8876533362701676; -1.0 0.9999976610859758 0.9999999999999992; -0.9999999999999993 -0.999999999999997 0.7567752006118044; -0.9999299511489191 -0.4504251539673266 -0.9999999999999781; -0.9999047873909132 -0.14622358760023998 0.9999999999971427; -0.9999999999999982 0.9999999999999988 -0.9999999999999994; 0.9999999998906923 -0.9999988313028658 -0.44117069347975396; 0.9999999999999998 1.0 -0.7760567188744439; 0.008420241295033085 -0.999960788380344 0.9994963419892388; 0.9999999998375529 -0.9999997165660501 -0.999999999999999; -0.22717123086274538 -0.9481751472959725 -0.420902415233531; 0.5707556861759102 0.8822521035959476 -0.9668803117492352; -1.0 -1.0 -0.966318940172315; 0.31495359762410585 0.9999999999999993 0.9999999283378318; -0.9148076542163045 0.8216111630829388 -0.22537861210555063; 0.999999999999994 -0.9999999999999967 0.9999999999999967]
34,10000,300,-30.872440009740277,[0.9999999991996626 0.9999999999999997 -0.9999999999969154; -0.9771642093497697 0.9999999999435929 -0.34555513040978614; -0.4223429187048 -0.9811209868220279 -0.9999999999972188; 0.9999999999994569 0.999983223527652 0.9999999999997411; -1.0 0.999999118516295 -0.9999999999405309; -0.2563074938271805 -0.9922931523696208 0.9999999933979872; -0.9999999999993985 0.9999999997903626 0.9999999999999879; 0.9999990875169815 -0.8366125166387892 0.22236117861108362; 0.9951383569841712 0.9999999962961041 0.3752514729588445; 0.9999999999883886 -0.9999999999995463 -0.9999999999998932; -0.9999999999999999 -0.9751449415745431 -0.9087076560956773; 0.9999999999101941 -0.9999999022629581 0.9999999999140603; -0.9999999999885025 -0.9999999979374758 0.8168640296490108; -0.9648611000545602 0.21207614367122382 0.9892841022591183; 0.9735200175605635 0.17035326754166596 -0.9999999999675199; 0.11540719872489709 0.1787428368583849 0.1300452644133208]
35,9130,300,-32.838989931109005,[-1.0 -0.9999999999999999 -0.9999999999999992; 0.998544913496174 0.8482161610359962 -0.1425404272498821; -0.2488649382990879 0.9410073288721517 1.0; 0.9995074941981359 -0.28722796141428025 0.9999829226110135; 0.999728992789861 1.0 -1.0; -0.9999999999999989 -1.0 0.9999999999999657; -0.9857682534976457 -0.09819938894397731 0.9770235352254605; 0.761202593634585 -0.13232921049910643 -1.0; -0.9999999999999983 0.9999999999999997 0.9999992857864136; 0.9999999999980862 -0.9999999999999987 -0.9997485551027843; -0.9999999999999993 0.47367908868447983 -0.9995915161169666; -0.5876981571796521 -0.9862526184817823 -0.5821073991514077; 1.0 0.9999999999999998 0.9999999999999931; -0.5175649599027597 0.9999999999999976 -0.9999976136654496; 0.25256063148791 -0.99945183463666 1.0; 0.9999999999999993 -0.9999999999999974 -0.21809949073760299]
36,2357,300,-31.617068112061467,[0.3811748569862077 -0.9376705844607649 0.99999999970574; 1.0 0.795631657121857 0.3589165035323277; -0.9999931778918602 0.8559425498829667 0.9843186635421272; 0.9999999932267019 -0.9999999836379713 0.5319792636142825; 0.9999992938204901 0.9999981592500057 -0.9999999773049184; -0.9999986675253077 0.9999958727142009 -0.9968192496135646; 0.9999998418593938 0.9999979212114587 0.9999986038037778; -0.33560337011277735 0.9999998934301105 -0.9865024745973332; 1.0 -0.9999992593484517 -0.9999999606926264; -0.9339317361240889 -0.9999999968195227 0.2767422862085258; -0.9999896578179772 -0.2773610738540649 -1.0; -0.9977379836503832 -0.9999999983014212 -0.9999999881244873; 0.9999740887329784 -0.3632504250239937 -0.9999799604951366; -0.11032422133162888 -0.07694698813556589 -0.029790706474407316; -0.40903195991291347 0.9999999973709149 0.9999992806296544; -0.9999959849808197 -0.9994385401125603 0.9999997171617623]
37,1730,300,-31.382931670260685,[0.9999991107753512 0.9999998638842815 0.9999997976237346; 0.0231654745718327 0.9996309388550684 -0.9999999719811256; -0.9999967364870861 0.9999998926018507 0.9127523742435608; -0.9999983969310293 -1.0 -0.9999999759433231; 0.9329730644532439 -0.7472271105285313 -0.9999999912135747; -0.9999987544132138 -0.9999999720553691 0.999999798999803; 0.9999989416828851 -0.999999719453419 0.9999997260368932; 0.9999929354455384 0.9999994868876386 -0.9999999961005858; -0.9999995489385585 0.01780063930569583 0.9999999685229415; -0.084235416354418 0.9999996891429285 0.9999999512985149; 0.9999998973222775 0.74867650227541 -0.1237323076719138; -0.878540963150107 -1.0 -0.10970061859306454; -0.999995317203616 0.017039860974324052 -0.9999997937443015; 0.9246025319150598 -0.22278241396958742 0.9999649137972965; -0.9999996791414144 0.9999996574816319 -0.999806355919654; 0.9993767786887742 -1.0 -0.4654259602772265]
38,10000,300,-30.262989157773507,[1.0 -0.03313976195219434 0.9988172671144849; -0.14585596763991898 0.12663207024663495 -0.05108282843772423; 0.9999999999999999 1.0 -0.9999999800689092; -0.9999999999999892 1.0 -1.0; 0.20328453700171692 0.8691400705382599 -0.9808342138029867; -0.9999997687315731 -0.16655012942840391 1.0; -0.31271768919118487 -0.9774885901985487 -0.9999999999993481; 0.9999996803034018 -0.3594678367001743 -0.9999999999999953; -0.10526758774122069 0.9999999999999999 0.998446235939779; -0.9999999999999258 -1.0 -0.7779466831875755; 0.8250155917619164 -0.9999999999999971 0.9999999999980453; -0.5764230371076007 -0.9990882267212726 0.6411704888171044; 0.982379828718027 -0.9999458857072577 -0.1713480288389068; -0.9976926968909211 0.16418113056248212 -0.9998459332359984; -0.9999999999999984 0.9999999999999998 0.9999999999999988; 0.9962333740797273 0.8606851045525385 0.18422729320194814]
39,9825,300,-33.18469300798569,[-1.0 -0.9999999996780742 -0.5355828697276861; 0.9999999999999958 1.0 -0.9999999999999977; -0.5392882510298184 -0.9106046401681913 -0.9999999999999996; -0.6347521168295023 0.5268106889434813 0.9996161503002012; -1.0 -0.9965586908142118 0.999999999999999; -0.9999999999999997 0.9999999999999969 0.9999999999999997; -0.4653232145185244 0.9996490057147408 -0.9999999986572232; 0.9908484328273535 0.9999999999999998 0.9999999961614923; 0.9999999999999936 -0.9999999999999994 -0.9999999999999997; 0.9037984036132375 -0.9999999999999969 -0.2621803652424182; 0.9487579265830908 0.34487049230844885 -0.8240601422456558; -0.257244095958907 -0.9999999999999986 0.9482103818604242; 0.9999999999999997 0.016779135063030016 0.9999999999999994; -0.9999999999981342 0.9788835180670854 -0.463496557445092; 0.6467980772310254 0.9999999999999984 0.5036464166724797; 0.9999999999999984 -0.9999998165190871 0.9999999999999994]
40,10000,300,-32.99108725839498,[-1.0 -0.9999999998983502 0.9999999999805034; 1.0 1.0 0.9999999999579177; 0.06983628028534793 -0.9035368727035169 -0.983325266376944; -0.167055940027335 0.9999999999999595 -0.9999999999858186; -0.9999999999943572 -0.9999999806790967 -0.9999999999994408; -0.9985675898876873 0.14608236423886292 -0.9999999999671839; 0.9999999999332984 0.2898560418994069 -0.894014055411004; 0.39479230683773764 1.0 0.9347100136503895; 0.995344069886502 -0.9607278375792208 0.5345922197994181; 0.9999999999938803 -0.9999999999958845 0.9999999999998069; 0.9999999996026258 -0.9999999999995383 -0.9999999999991269; -0.9999999990687876 0.9999999999714371 0.9999999999821315; -0.9303436578769758 -0.9726075499059506 0.0585331476565068; -0.9999999485605783 0.9999999998719119 0.04367746170912176; -0.9696422819386632 -0.16619212509894213 0.929469121196948; 0.9967553791108613 0.9999999999927284 -0.9999999998449662]
41,5007,300,-33.01930044025754,[0.9999999999999993 0.999999999999986 -0.44056844942959694; 0.9999999999999912 -0.9999999999999741 0.999999999999996; -0.9999999999999941 0.9999999999999991 -0.973696892247725; 0.36762970919636256 0.9999999999417664 -0.9999999999999953; 0.9999999999319344 -0.9295905424534955 -0.6091738496130589; -0.9999999999999971 -0.9999999999999999 0.9999999999752492; 0.9320098174442369 -0.9999793916426477 -0.9999999999999944; -0.9999993855188933 -0.030371276157454965 0.9999999989877535; -0.243037404340087 0.9999999999999994 0.9999997240071902; -0.9999999999999977 -0.4680385668304842 -0.999999999999998; -0.10270956573241587 0.0574762944211254 0.052150329791070156; 0.998958114949497 0.18702382488343808 0.8327091577795359; 0.9931960418674849 0.9999999999999999 1.0; -0.8090941380347312 -0.9999999999120351 -0.5071542506454705; -0.9999442556795914 0.9999999999999993 0.10634604308948385; -0.04152659183336216 -0.9634115516264974 0.9875024564943341]
42,5350,300,-32.688344895122896,[1.0 0.9999999999999996 0.9999996990637173; 0.9999999999999997 -0.9999999999999997 0.9999999999999991; 0.9999999999999938 -0.2921335703210503 -0.9999999051557166; 0.9999999999865736 -0.27625631824283353 1.0; -0.9999999999999979 0.9999999999999996 0.4179543442894225; -0.9999999999999992 -1.0 -0.999999999999999; -0.7479545948396232 -0.9999999955713577 0.9999999999999999; -0.9979843382294525 0.1151358576230648 -0.6395175850362167; -0.4296876269938538 0.9040725884592241 0.9999999999999994; 0.9999999999999993 -0.9999999999999983 -0.9999999999999998; -0.9999999999999999 -0.9999999999999941 0.5807501622255605; -0.9999989166506473 1.0 -0.9999999999999987; 0.9999999999995657 0.9598618993222846 -0.19186110974206816; -0.0474164144142859 -0.9999997993688604 -0.9521820759481863; 0.16119002031857688 0.9999999999999756 -0.9689943908380294; 0.4140666184080397 -0.8585342952567195 0.027254915118307865]
43,9410,300,-31.55055165129193,[0.9999999995913719 -0.26888076299350455 0.9773459471643117; 0.9836872629408244 0.9999999999999998 -0.9999999999999994; -0.9999999999967134 0.9999999999999974 -0.4517933974237242; 0.9999997072232469 0.9840683033538035 -0.44486484179357727; -0.9448280494424527 -0.9999999999999397 -0.9999999999999969; 0.9999999999999979 0.9999999999999984 1.0; 0.9895317775791878 -0.9999999999999994 0.9999999999999997; -0.9999987584966077 -0.5272778750598327 0.9999999999999977; -0.9609760556068813 0.3120567737259941 -0.9999999999999986; 0.999999999995624 -0.33339276297364373 -0.9997252568778748; 0.3657237767232037 -0.03701924646218101 0.07782806350492191; -0.15839080126585117 -0.9999323715525243 0.9999992210507149; -0.09223258810330624 0.9804597755323395 0.8077698255210016; -0.9999875490257165 -0.9999989273573654 -0.11556915061316678; -0.9999999999999993 0.9876388861459372 0.9999999999999986; 0.9504290895085747 -0.9999999999999981 -0.9999999999103559]
44,5476,300,-30.612239150945218,[-0.24010187368829572 -0.9999999999950426 0.9998600517305533; 0.999999999986484 1.0 -0.9999999999223766; -0.15047000753776707 0.12070341172765597 -0.024899190135735716; 0.9999999999804474 0.007140459148789021 -0.9999999999954065; 0.9966365791036731 -0.5516574173100284 0.6290506644612647; 0.39824308332454034 -0.7519242353557747 -0.8342599703469784; -0.9999999998282061 0.9999999999999987 0.9999999999991745; -0.9999999999726583 -0.4595686519559844 0.9779613132765286; 0.9991703274571317 0.999999999995479 0.46098295196671474; -0.3724086417168761 0.9999993968729389 -0.9999999999991559; -1.0 0.9907851898912706 -0.2643467750670579; 0.9999999999993876 -0.8304867197019841 0.9999999999957189; 0.9999999999950089 -0.9999999999770233 -0.820194840416114; 0.1294215632228255 0.9998691383406927 0.9999999999988942; -0.9999998790858166 -0.4392148250416969 -0.9999999999963859; -0.9999999999999396 -0.9999999999978145 -0.7430886785030024]
45,7314,300,-33.17203760486819,[0.3325690962932649 0.9999999989074054 -0.9999999992156985; -0.24792377292866224 -0.9909810436616007 -0.09814659329216888; 0.9999999997897326 0.999999999994934 0.999999998210968; 0.41874950632618657 -0.9999999997753366 0.9999999999999061; -0.9999999196389214 -0.152309635886854 0.9999999998244677; 0.999999999641596 0.999999999998934 -0.7165592775569425; 0.9999999998305793 -0.3669133765456458 0.9999999957217865; -0.9999999059881375 -0.9999999811632879 -0.7387167429617225; 0.18662902151310767 0.9988158010427372 0.9999999921470937; -0.9999987535118641 -0.10318205412517215 -0.9999999999991604; -0.9932219895934343 0.9999949874418932 0.18760679269023722; 0.6982141880756753 0.127578904321046 -0.4653014771716516; -0.9999999999514982 -0.999999999881635 1.0; 0.6166838074735058 -0.9999972919081476 -0.9999996944659241; 0.9999987920824288 -0.9999999999431963 -0.7613717143776432; -0.9999999217054395 0.9999999999663587 -0.8003539654040034]
46,9856,300,-32.38582257703571,[0.9944394329280626 -0.9999999999999999 -0.9999999999999986; -0.9999998858084175 0.9586944141680471 0.011639861814855207; 0.4877209829045082 0.9832298087852325 0.7978105708030284; 1.0 1.0 0.9999999964110546; -0.8397890702864362 0.012312517643535876 0.9999995705605937; -0.9759451137863124 -0.9930686991195493 -0.050857688115461715; 0.9999999999999992 0.9999999999999986 -0.9999999999999851; -0.9374780175492259 -0.012149871474906631 -0.9997450496384752; 0.46269299179737294 -1.0 0.9495636356357976; -0.9999999999999998 1.0 -0.9999999999999997; -0.9999999999999999 -0.9999999999999998 0.9999999999999991; 0.34547908465386235 0.9903323879575655 -0.990475668468981; 0.9999999999999993 -0.44904789692975006 -0.9817168866253518; 0.9999999999999994 -0.5041509704087895 0.9982195850857832; -0.9963891030061288 -0.9999999999999987 -0.9999999999999996; -0.9999999999999986 0.9999999999999994 0.9999999999999999]
47,6117,300,-31.679443979096163,[-0.9974827408404036 0.993632620520866 0.2657134276771412; 0.9927120164780131 0.4248922589599365 -0.9999999999927812; 0.9999998602480707 -0.9999984633360113 -0.9999999017287468; -0.9999999897947142 -0.9999996573415287 -0.9986656210216882; 0.9999985424581098 0.9999999936885429 -0.2418062103431764; -0.08460102517839266 -0.9999992840369051 -0.9472722805768677; -0.13449664444130113 0.9523930014440236 -0.8097939854884516; 0.9976707582424322 0.14856098504874726 0.9999993889787752; -0.794547078882273 -0.620322285430765 0.9923612829545744; -0.9999999917548158 0.06284169518959608 -0.9846175148224936; -0.9999949462372016 0.9999995202220031 0.9999998993413419; 0.9999987185976588 -0.999999999996266 0.9999997980501868; 0.9999988381855202 -0.8907567407137927 0.15024073588013986; -0.9999985733009151 -0.9999999999238492 0.9999999871092958; 1.0 0.9999992128170264 0.9999995510511318; -0.996536664374758 0.9999999957777767 -0.9999997586197258]
48,10000,300,-31.343956094790084,[-0.2158409596776831 -0.9998896263177883 -0.999974571498466; 0.9999999999995344 0.9999999999591432 0.6783464183877318; -0.33941153968411275 0.9999999998850662 0.9999999999998135; -0.36976960049516533 1.0 -0.9999999999999709; 0.999999999999993 -0.9992424898781217 0.9999999999999976; 0.7135325183351784 -0.9043841703363771 0.041281575672927874; 0.99999999999999 0.9999999999999973 -0.940338728205583; -0.9999999999999628 -0.999999767644441 -0.999999999999995; 0.9999999999999172 -0.9999999999999492 -0.9999999999999999; 0.939085497205745 0.17176623076530187 -0.9998924621841897; 1.0 0.21267347511031984 0.9859722350886098; -0.9999999999980257 -0.9999999999996535 0.9999999999993491; 0.13204692181138064 -0.9999996010686407 1.0; -0.9996639476571818 -0.7497443808668901 0.15887014237540645; -1.0 0.9761049625097304 0.9957923171943429; -1.0 0.7301180655943054 -0.9358433804154624]
