nPsoRun,n_iter,S,fgbest,optDes
28,2126,300,-28.927260834587408,[-0.999998802905432 -0.9999993216257888 0.9999557604677162; 0.6847815907095764 -0.9961275012841955 -0.63067518590838; -0.9951848867472535 -0.6255043828471589 -0.6284677928183263; -0.9999928842677814 -0.9999999775050319 -0.9991218489925412; -0.9999994105530507 0.9999999891779678 0.33957751323681984; 0.9159126986464343 -0.2176253860161377 0.9999990124214139; 0.9999993915881409 0.936231956979563 -1.0; 0.999116327274761 0.8985919512359418 0.02962872455189733; 0.9997886474016547 0.9999998689512477 0.9999935040120259; -0.3527057223893922 0.58161867547059 -0.9955594368385768; -0.795525246603269 0.9999999998613307 0.9999961874437493; -0.31574284264026103 -0.9858630410688914 0.9988682201666508; 0.9970534475011539 -0.6390081495241766 -0.9999991891350927; 0.9999992226281014 -0.9999999996033619 0.999999957349894; -0.9999998403293614 0.9999981416214095 -0.9999978226408612]
29,10000,300,-26.420950220486784,[0.06849491811373462 -0.9834351343723771 -0.8909793877676933; 0.9999999999960018 -0.23762003797115983 -0.9999999997706445; -1.0 0.23450627010835134 -0.9755868429823429; 0.9999999999915058 -0.9999999966952147 0.9999999999985072; 0.9953166699520716 0.9999999993670047 0.15289357139437382; 0.9951649489447218 -0.032792114082396184 0.5482075616008651; -0.9999999999888964 -0.9999999999311627 -1.0; -0.5958032016491017 0.9999999999667453 0.9999031933116922; -0.999999999999994 0.9999999999999999 -0.9993912363934273; 0.005593170561232676 -0.9648757867239893 0.9999999989607965; -1.0 -1.0 0.9999827292961562; 1.0 0.9999999999074997 1.0; 0.9999999999806144 -1.0 -0.3787653551099197; 0.9775033826726415 0.9999999999990046 -0.999999999867646; -1.0 0.2671340902637281 0.9999999999985318]
30,10000,300,-26.734215910885457,[-0.9999999999999989 1.0 -0.9999999999999971; 0.9999999999999934 0.9964659119045175 -0.9723932004820186; -0.4560185040457653 -0.8220950735190236 0.7238968967722399; -0.9999999999999899 0.9999999999997363 0.9910817759530378; 0.9999999999999969 -0.9999999999999993 0.9999999999999959; -0.9999999999999597 -0.9999999999995817 -0.4350571715377023; 0.8067594143901069 -0.9952197271979946 -1.0; -0.9999999999999997 -0.7794871930420602 0.9999999999999; 0.9999999999997771 0.9999999999994919 0.8617259196375819; -0.9999676453613618 -0.8215348138660731 -0.9999999999999932; -0.9988149836133715 0.32444821241666005 -0.369706350982255; 0.9999999999999981 -0.9770595874151927 -0.3586681052412039; 0.9999999905531836 -0.2843864537398217 0.8620496166929957; -0.17194388487048576 1.0 0.9999999999999398; 0.2986650871843725 0.9932964162342953 -0.9999999999999839]
31,10000,300,-25.29359494466852,[-0.999999994507213 -0.9999999999996568 0.9999141662051798; -0.999999999996314 0.9999999999999979 0.1855679694425191; 0.6483703364558834 0.7563291493579903 -0.022916522767732168; 0.9999521623076848 -0.9999999999999997 -0.2380883559862252; 0.9999999999999998 0.9999999999999929 0.9999882548550638; 0.9698880464216659 -0.9999999999721211 0.9999999999992188; -0.3725931020864732 0.9999999999996229 -0.999999999999979; -0.3925215001594171 -0.9697698500048303 -0.9997042122806159; -0.8480059341854098 0.26076364951893083 -0.08592029557461013; 0.999928557588588 -0.603497099907788 -1.0; 0.9999999999997944 0.9999999999965928 -1.0; -0.9026733646722253 -0.364453534217861 0.9999999999995671; -0.4581736177981393 0.9999999999964202 0.9999999999998481; -1.0 -0.398857204404502 -0.9999999999999889; 1.0 0.10100772538325863 0.9999999999982015]
32,10000,300,-27.872426109877498,[-0.8788682302719734 0.9999994026581998 -0.09023815130696357; 0.9889446725932747 0.9999999999999879 0.9999999999999791; 0.9476325075242552 0.17176809110920405 0.04897459716947953; 0.9620698904374466 -0.3281659644803273 0.9869131681574682; 1.0 -0.9999999999999861 -0.5686666835849539; 0.965917923268055 -0.7965563243337338 -0.9999999999999971; -0.9999999999999769 0.9999999999999313 -0.9934709739520659; -0.9994951011441998 -1.0 0.9142171356228548; 0.03244413776575777 1.0 0.9937168094715617; 0.9999999999999337 -0.9999999999997702 0.9999999999999994; -0.99999985137724 -0.25953630235223263 0.999961361758823; -1.0 -0.9955599307688441 -0.9999999999999999; 1.0 0.9999999999999968 -0.7281614618707026; -0.5187792436734828 -0.998480831317904 -0.6491747422357385; 0.17494600383225417 0.9635273718386718 -0.9999999999998359]
33,10000,300,-27.343526942388944,[0.9999999999964511 -0.7408090847833412 0.9999999999594894; -0.9097110341260933 -0.6294805752647045 -0.18453246704896673; 0.9999999999969764 0.2763609193713505 -0.9999999754472196; -0.9999999999999682 0.6166165227008418 -0.999999999994218; -0.9999999999980882 0.2036208556038305 0.999999999979973; 0.2649357564692402 0.9999999999908467 1.0; 0.39470378570522496 -0.9999999999990957 -0.9999999999886595; -0.9999999999839281 0.9999999999918847 0.1499227303971991; 0.03767911739535677 -0.99999999999861 0.9999999999861572; 0.9999999999938463 -0.9999999999999836 -0.1565386508708698; -1.0 -0.9999999999987618 -0.9999999999921124; 0.0496137059478108 -0.10806634565051479 -0.09231939206070745; 0.9999999999871871 0.9938670311939191 0.701760546270448; 0.27733532116942844 0.9999999999932725 -0.9999999999653222; -1.0 -0.9553298496665155 0.9999999999999959]
34,10000,300,-26.462202850005283,[-0.0031687440498146756 -0.9983101916983788 -0.9748069637203246; -0.9999999999995121 -0.9821927062191388 -0.9999999999958067; -0.9999999999103164 0.999999999723843 0.9999999999981424; 0.9860028206518021 0.87123717232083 0.27387923761273364; -0.999999995881201 0.9999999953012965 0.2816795680140803; 0.9525725992326157 0.9999999914271894 0.9999999999460493; -1.0 -0.9993665211709354 0.9999999999993807; 0.9999993317800573 -0.9949473545440768 -0.9614144992106571; 0.9999999942507138 -1.0 1.0; -0.9291049519165038 -0.9999999192117588 0.3287580602042959; -0.10566052136975813 -0.8147306910680538 0.9991540924061786; 0.9999999999999488 -0.21090246318228242 0.9997753657703102; 0.3373979967474485 0.9999999989163739 -0.9999999999475168; 0.9961905924257455 0.08030643569094306 -0.9999999999917966; -0.9999999930375933 0.9999999810380379 -1.0]
35,10000,300,-27.908911893928767,[0.49105098868767355 -0.8531285317254166 -0.7453458717853557; -0.5492608738189537 0.9999676470938493 -0.9999999999999934; -0.9981667188780882 1.0 0.9999999999999752; -0.07765527278054221 -0.9036324779490086 0.9183182686261466; -0.20541675737308904 0.9999999999999999 0.9999999999999988; 1.0 0.9999999999999997 -0.9078056011005352; -0.9999999999999803 0.9999999999999681 -0.19387759687475575; -0.9999999999999999 -0.9999999999999997 -0.7719276554731329; -0.8306297871135813 -0.20324213872850846 0.5530063052244842; -0.971453031311504 -0.491387797334247 -0.9976433136705313; 0.9999999999999764 -0.9999999999999589 0.999999999999984; -0.9999999999999998 -0.9999999999998693 0.9999999999999855; 0.9958360857299066 0.9099872491397957 0.3067479172779727; 0.9999999999999638 -0.34716149891647985 0.9862854905625694; 0.9999999999999547 -0.4289868527187229 -0.9999999999999767]
36,7036,300,-29.035230253115618,[0.9999999999999943 0.9999999999999956 -0.9999999999999989; 0.00018373982871162416 -0.9999999999999936 -0.9970812438717669; -0.9999999999922571 0.0722288393491064 -0.7458597108784236; -0.9999999999999992 0.9999999999999966 -0.9999999999999997; 0.999999992720681 -0.9898580902567053 0.1334846086365122; 0.9999951063465573 0.3084581050870012 0.9994397283503126; 0.12640331196622784 0.9733814482494562 -0.8730816071679213; -0.9990113165060489 -1.0 -0.9999999999999367; 0.9999999999999998 0.9999999999999989 0.9681249983985686; 0.8507719453755717 -0.999999999999994 0.9999999999999998; -0.9988936377399442 0.9999999999999966 0.4038596538511072; -0.6539243994407793 -0.9717170093038703 0.3661633150365532; 0.9983145327430321 -0.34983560998266044 -0.9999999999999987; -0.999999999999995 -0.9999999999999948 0.9999999999992648; -0.9614794779851491 0.4722581781264553 1.0]
37,9399,300,-27.843742913061718,[0.9999999999999999 -0.9999999999999998 -0.828701661311613; -0.9999999999954577 -0.9906491796416097 -0.9999999999999991; 0.9999999999999959 0.9999999977781057 -0.9999999419111985; -0.8967560373352432 0.2783639862359106 0.9999999999998829; -0.9879034634984721 1.0 0.9999999999999295; 0.4404261186776282 0.9999187597124489 -0.6969683776639294; -0.9999999999999656 -0.9999999999999992 0.9999999949419612; 0.21927483469900275 -0.9999999999999998 0.818659464430157; 0.9999999999999306 0.5423664727762744 0.637195240445563; 0.793336586557116 -0.5187323661942246 -0.9999999999997387; -0.999999999999999 0.9993953468256341 -0.3531072724622765; 0.9999999999999999 -0.9871145251958166 0.9999999340324236; -0.9999999999999968 -0.9049280858522042 -0.4285383792401601; 0.9998191699277478 0.999999999999994 0.9999999999999998; -0.999788058885105 0.9989963068225248 -0.9999999999999445]
38,10000,300,-27.65898110918987,[-0.9999999999998647 0.9999999999716416 -0.9999999999998651; -0.9999999979556669 0.9963512529768183 0.9999999970583995; -0.944402777576223 0.995097472961915 0.2872025484587995; -0.9999999986876439 -0.9999999994393537 0.9999999986056419; -0.18257120410161154 -0.8533491986127708 0.9995069421363494; 0.9999999999998914 0.9999999999502335 -0.6054968513666145; 0.8936759251288228 0.9999999998525756 0.9882827554199547; -0.44846219784024044 -0.9999999798462937 -0.9999999994092518; 0.07682738220934408 -0.0025997406368927023 -0.17740850782874296; 0.9999999948602387 -0.9999999999998924 0.702038451394829; 0.9999999797208085 0.24826144965301084 0.999999997584994; 0.9999999989801716 -0.9946636204049499 -0.7274573240545398; -0.9754593717261948 -0.8688308269189359 -0.38579997296543106; -0.49061415889619897 0.9999999893997084 -0.8751286706558716; 0.9999896522125091 0.3230575621916342 -0.9999999999998009]
39,9714,300,-28.758271363705056,[-0.999985403689524 -1.0 -0.9999999999999997; 0.9999999999999981 0.9999999999999988 0.9999999999962785; -0.9819862362444879 0.25622549232993547 -0.5448844807003764; -0.8282920566474897 -0.999999999999998 0.999999999999999; -0.7486292187828638 1.0 0.7214288321733426; -0.9814699429136104 -0.9184660825273614 0.2646747279394238; 0.999676842962534 0.02363420796744733 -0.9414108768910724; -0.9999999999999967 0.9999999999999991 -0.9999999999999937; 0.9999999999999983 0.9999999999999983 -0.8245492673701319; 0.9996648411207092 -0.9999999999999996 -0.06382716386710856; -0.03649485992620177 -0.9999881801799148 -0.9999999999989263; 0.7747208021676015 0.3563018627476426 0.9999917365557686; 0.999999999999999 -0.9999999999999888 0.999999999999999; -0.1532299881018417 0.9969745554269038 -0.8906234948527539; -1.0 0.4655150461244988 1.0]
40,10000,300,-25.814443500984677,[-0.9973730899873906 0.1660590375931067 0.7987331782833379; 0.9999999996816048 -0.9999999744682193 0.9999999999994438; 1.0 0.12110911648269931 -0.9999999999999988; -0.9081984478134579 0.9999999999987194 -0.21284232296346664; 0.3252401350445254 -0.9999999999699659 -0.999999999998725; 0.31909050909014286 0.9999909761251089 0.9989849005897768; -0.9999999999620821 0.9999999999999881 0.9999999998157255; 0.800384592168623 0.9999999999180144 -0.9983636540618944; 0.9110366651680424 -0.9999999999881737 0.2822222335763801; -0.9999999999985608 -0.9481250819320932 -0.9999999999880251; -0.9860605922377905 -0.9952951486953868 0.155246615748795; 0.9999999999999479 1.0 0.9821409160398382; -0.9871841063549879 0.9999972352836977 -0.9999999999999668; -0.9999999999999865 -0.9999999999995052 0.999999999938929; 0.08013799553043652 -0.29411413348016435 0.5979133666598092]
41,5480,300,-28.940107957100217,[-0.32465713664198553 0.9997501933319568 0.9999571183017857; 0.9999999999999994 0.9999949206605003 -0.9999999999999999; -0.9999999999999983 0.9999999999999915 0.9965218392892278; -0.9999999999999952 -1.0 -0.9999999999999982; 0.9999999999999987 -0.9998846132221167 1.0; -0.9993055896169374 0.9999999999999227 -0.9947361205343253; -0.9999999999999997 -0.9999999999999998 0.9999999999999991; 0.9999996935097275 -0.09579569890787759 -0.9999440719501106; -0.9999598936767834 0.28755825372770305 -0.995429827743704; -0.6562821544434001 -0.999999851908735 -0.6112171696001037; -0.9993970450010322 -0.21205842139245148 0.6049903335453899; 0.9999869207495611 0.999556237588198 0.1095617893966061; 0.9999999999999999 0.898463684165812 1.0; -0.028292046676883887 -0.9797579778854576 0.9972085327400175; 0.9983989595293109 -0.9997079496072966 -0.4522102099499941]
42,10000,300,-28.861574892982553,[0.9999999999946994 -0.1645652893193227 -0.9968402346861888; 0.9513396510324049 0.9999999999999999 0.8551442161991549; 0.9703352621454535 0.2676780170793803 0.9999898267215863; -0.9999999999990224 -0.9999999999999272 0.38036368436432744; -0.9999999999999917 0.4693838604012233 -0.99987633662873; 0.05212228065212426 0.9839614336427204 -0.9999999999980164; 0.4626632690697774 -0.9999999999998731 0.8465583364987558; -0.9999999999998527 -0.9999808262551311 -0.9999999999999245; -0.9974670278041684 0.9932687567823126 0.1752296465924619; -0.9999999999995279 0.9999999999998994 0.999999998266215; -0.8694926367024778 -0.14992444500629087 0.9999999999999992; 1.0 0.9464123997171098 -0.9999999999992194; 0.12096764866639784 -0.06866835466254641 -0.04688438443351196; 0.9999999999989791 -0.9999999999998374 0.9986646040742165; 0.4007391904026417 -0.9999999999999842 -0.9999999999993026]
43,9222,300,-28.8193333646603,[-0.9963260276392805 -0.9999999999999998 -0.9999999999999999; 0.9536927664781856 0.9999999999999456 0.2055534372630079; -0.9999999999999994 0.6430700484741024 0.9999999991971038; 0.999999999999983 -0.9999911376341487 -0.24291699426188973; 0.999805501619735 -0.5589887181947449 -0.999999999999961; -0.30732099829969445 0.9993026956976729 -0.9972320367695686; 1.0 -0.9999999999999997 0.9999999999999918; -0.9999999999999997 0.9999999994676106 -0.999811241699569; -0.2054539752835024 -0.6860467983616133 0.9666608497266655; -0.999999999999999 -1.0 0.9999999999999998; 0.9999999999999986 0.9999999999999994 -1.0; -0.3917150146812804 0.9999999999999974 0.9999999999999959; -0.9999999999999986 -0.5221610583976869 0.3106437361354245; -0.9999999512127477 -0.5601584909677946 -0.9999982761468025; 0.9999519096165268 0.029923870995953963 0.9043389935962337]
44,10000,300,-27.23389960194422,[-0.9999999996951118 0.441847039241233 0.9999999999976729; -0.2954209507213505 -0.9999999999889793 -0.9999999999965754; 0.1292539316687446 0.9999999999464171 -0.9948915878644627; -0.893567344255992 -0.9999999999999996 0.9999999998962015; 0.9999999999999963 -0.9999540551364375 -0.9999999996831475; 0.9939889486033268 -0.9999999999566748 0.9999999999999708; -0.05690625789360783 0.11993385646691208 0.07030316194600326; 0.9999999999970708 0.9746164713271848 -0.9999999999998168; 0.9999999996393586 0.999999999999923 0.3974501534595198; -0.999999978969691 -0.9999999999299207 -0.12492539263766654; -0.9999999999999981 0.9869909082201229 -0.9999999999999967; -0.9723747259186183 0.9999999997970695 0.6360278719328398; -0.8600246718419755 0.0293198801845272 -0.8061626998195042; 0.9999999999947358 -0.9776064282350175 0.08608052260796105; 0.9980063342615186 0.8369637895687374 0.9999999999999961]
45,10000,300,-28.203195719041293,[-0.9999999999999203 -0.06124590242873976 0.9999999999999966; -0.1172116311872805 -0.7579347197584743 0.27612761830584814; 0.9999999999999933 -0.973328542645336 0.9999999999999994; 0.2027344553082698 0.9601123959448374 0.9994476650426871; -0.9999999999876159 0.9999999999999958 0.9688950971514677; 0.9723578094580796 -0.9960302909764684 -0.2649627189341141; -0.6786310272729272 -0.9999999999996393 -0.9999999999999972; 0.9999999999999554 -0.9999999999971613 -1.0; 0.9802119044381932 0.18272586603986152 0.9995628783410078; -0.43915230366404173 -0.9999999999999981 0.9663454668605693; -0.9999999999999548 -0.9878920852010544 -0.38038376521545897; -0.6174663505041825 0.5184898794154948 -0.9969369514947444; 0.9999995943350722 0.9852327183285936 -0.3102988823191104; 0.9999999999999873 0.9999999999999937 -0.999999999999877; -0.9999999999999999 0.9999999999999751 -0.990926192562557]
46,10000,300,-28.74279524812805,[0.45638495538994567 0.9737919736192844 0.9999999999999967; -0.9999999999999997 -0.9999999999999992 -0.44174210505703454; -0.9683020505610529 0.001675206818676008 0.6729849749869568; 0.06516087823757835 -0.9999999999999993 0.8572824537758078; 0.9999999999999872 -0.11936494044298863 0.9999999999999977; 0.9999999999998901 0.9999999999999984 -0.15414674297053274; 0.9639962461475163 0.8199604961559467 -0.9999999999999999; -0.9994801750275556 1.0 0.9999999999999987; -0.6212018447540318 0.9905636523820649 -0.9999999999999991; 0.9999999999999993 -0.9999999685220655 0.9999999999999999; -0.9999999999999986 0.9999999999999992 -0.35515801882659925; 0.605367701122066 -0.8036675120072292 -0.5864350220441713; -0.7091540635119157 -0.9999783415116809 -0.9999999999999996; -0.9999999999999986 -0.9999999999999994 0.9999999999999468; 0.9999999999999994 -0.9999999999999993 -1.0]
47,7734,300,-28.046613276461095,[-0.9999999999709407 -0.9607970783236208 0.9999999938839157; -0.7327032728345904 0.999994858916003 -0.9999999999273402; -0.9876438215066052 -0.9995201447424212 -0.21998407014405624; 0.9999999999656783 -0.999999999996544 0.9915923652526737; 0.9999999980836087 0.9999999996135098 0.9999999927529931; -0.999999999992453 0.4645899871918822 0.9999999866257192; 0.9785383345868239 0.6148604676652636 -0.48809509229390985; 0.9999999999998099 0.9999999998763677 -0.9999999997233744; -0.9999999999998983 0.9999999643128553 -0.2759466826696045; 0.9999999999976174 -0.9999999998922197 -0.7302448596671374; -0.0790174545619047 0.9993842786759912 0.9841607243188722; 0.9497376486921408 -0.03583810547556006 0.9999999999997373; 0.16081890880358313 -0.9748457971800327 0.6311694057361175; -0.9999999999991508 -0.9989273806976463 -0.9999999999999954; 0.5376447590469108 -0.8773117024718479 -0.9999999999815239]
48,7799,300,-28.723334090045633,[0.999999999965342 0.9999999999999997 -0.15067319379152516; 0.36911049969480525 -0.999999999999994 -0.9999999999999998; -0.9999999999999973 -0.9999999999999998 -0.9999999999999998; 0.9999999999999996 0.9999999999999998 0.9999999999999987; -0.05022243448911387 -0.999999999999984 0.9999999999999979; 0.9999999999999996 -0.9992619942931207 0.9999999980727455; -0.6533547155577154 0.3512532865979129 -0.9998231127096092; -0.9999999999999963 -0.9998722725120145 0.9999999999999677; 0.9968487155178031 -0.013921991117589703 0.999999999999999; -0.9294682028102452 0.9913821209588034 1.0; 0.9999999999999815 0.9999998919536476 -0.9999999999999988; -0.9999999999999976 -0.8186724615240166 -0.1047870923806734; -0.9999999999999984 0.9999999999999797 -0.9999999999999921; 0.9999999999999993 -0.9979513746400412 -0.9999990831053753; -0.9703808292837238 0.9999951101511423 0.2697322295947426]
49,7494,300,-29.457181691776746,[-0.36083739108200463 0.9993891071047794 0.999837295010238; 0.9999999999999999 -0.9999999999999992 -0.9999999999999661; -0.9999440749639783 -0.9999999936145315 1.0; -0.9999999999999992 0.9964441271815256 -0.8950759465461873; 0.999999999999962 0.9999999999999989 -0.9997931077846922; 0.998496340318824 0.10562997869724548 0.9046183755907237; 1.0 0.9986159576310706 0.9999999999999977; -0.9999999999999638 0.38449429843343214 0.9999498463384505; -0.4947849318718524 0.9926273950905581 -0.9999999999999976; 0.042415475490055206 -0.8822746803643119 0.9999927634679606; 0.7562264781920319 -0.43629966169014806 -0.9999999988370551; -0.9998407087449366 -1.0 -0.9999999999999993; -0.9924128773743871 -0.8712094073375928 -0.31888277458808845; 0.9999999999996947 -1.0 0.39414121942337793; 0.7707085132746427 0.8773885620094547 -0.2580495155664569]
50,5089,300,-27.392282218187063,[-0.9999999999999959 0.999999999999994 0.9999999999999999; -0.4084735111701882 0.996765873948008 -0.7391644887688139; -0.9999999999999943 -0.9999999999999977 -0.9999999999999961; -0.996590910439475 -0.31644049084287923 -0.9978468502044754; -0.9999999999999998 0.9999999999999993 -1.0; 0.9999999999999972 -0.6899342858112765 0.9999999999999997; 0.9994482981105091 -0.734541779748682 -0.42885779543586794; 0.9999999999998594 0.9954836519187966 0.9999997506274987; -0.9797740308490362 -0.7214007503548951 0.1582152755330378; 0.9206322013134257 0.42827555860436234 -0.9999999999999957; 0.9999999999999922 0.9999999999999993 -0.7002539944927514; -0.06556841686807463 0.97069092552119 0.9991707143590365; -0.9999999999999851 -0.554745101735118 0.9999999999999978; 0.06662027888491788 -0.9999999999999752 1.0; 0.9999999999998951 -0.9999999999999984 -0.9999999999999978]
51,10000,300,-26.0009705816597,[1.0 0.8392299454933296 0.6312148475483698; -0.999999999999946 0.9999999999783183 -0.9999999999999484; -0.3398149698788541 -0.7772997387082118 0.8111654079846662; -0.9999999999999855 -0.9999999999999845 -0.8453881632385608; 0.9796456648093377 -0.5910176056242534 -0.7280944468813451; 0.9938947939902391 -0.999999999739289 0.4343286765993853; -0.9999999999969186 -0.9999999999972612 0.8627203459016826; 0.9397236386376123 -0.9999999999996564 -0.9999999999993735; -0.9937284446353414 0.6351776255064158 0.2424686098000165; 0.10663384961730397 0.9998630826457534 -0.9932582579102494; -0.9999999984615792 -0.2625546898737363 -0.9999999999959884; 0.1344102227872557 0.9999999999998153 0.9999999999885212; 0.9999999999999399 -0.8911145696038759 0.9999999999999986; 0.9999999999995072 0.9999999999985574 -0.9999999999669615; -0.9999999999988163 0.4827283276769474 0.9999999999999994]
